url,authors,section,title,year
https://mindmodeling.org/cogsci2010/papers/0046/index.html,"Joshua Lewis, Gedeon Deák, Hector Jasso, Jochen Triesch","Social Cognition: Joint Attention (12:00, Thu Aug 12)",Building a Model of Infant Social Interaction,2010
https://mindmodeling.org/cogsci2010/papers/0047/index.html,"R. Joanne Jao, Marybel Robledo, Gedeon O. Deák","Social Cognition: Joint Attention (12:00, Thu Aug 12)",The Emergence of Referential Gaze and Perspective-taking in Infants,2010
https://mindmodeling.org/cogsci2010/papers/0048/index.html,"Daniel Richardson, Chris Street, Joanne Tan","Social Cognition: Joint Attention (12:00, Thu Aug 12)",Joint perception: gaze and beliefs about social context,2010
https://mindmodeling.org/cogsci2010/papers/0049/index.html,"Tamara van Gog, Danny Kostons, Fred  Paas","Education: Meta-Cognitive Aspects (12:00, Thu Aug 12)",Teaching Students Self-Assessment and Task-Selection Skills with Video-Based Modeling Examples,2010
https://mindmodeling.org/cogsci2010/papers/0050/index.html,Andrew Shtulman,"Education: Meta-Cognitive Aspects (12:00, Thu Aug 12)",Confidence without Competence in the Evaluation of Scientific Claims,2010
https://mindmodeling.org/cogsci2010/papers/0051/index.html,"Sidney D'Mello, Claire  Williams, Patrick Hays, Andrew Olney","Education: Meta-Cognitive Aspects (12:00, Thu Aug 12)",Individual Differences as Predictors of Learning and Engagement,2010
https://mindmodeling.org/cogsci2010/papers/0052/index.html,"Stephanie Herppich, Jörg Wittwer, Matthias Nückles, Alexander Renkl","Education: Meta-Cognitive Aspects (12:00, Thu Aug 12)",Do Tutors Content Knowledge and Beliefs About Learning Influence Their Assessment of Tutees Understanding?,2010
https://mindmodeling.org/cogsci2010/papers/0053/index.html,"Eldad Yechiam, Eyal Ert","Decision Making: Risk (12:00, Thu Aug 12)",Risk attitude in decision making: A clash of three approaches,2010
https://mindmodeling.org/cogsci2010/papers/0054/index.html,"Avishai Wershbale, Timothy Pleskac","Decision Making: Risk (12:00, Thu Aug 12)",Making Assessments While Taking Sequential Risks,2010
https://mindmodeling.org/cogsci2010/papers/0055/index.html,"Evgenia Hristova, Maurice Grinberg","Decision Making: Risk (12:00, Thu Aug 12)",Testing Two Explanations for the Disjunction Effect in Prisoner's Dilemma Games: Complexity and Quasi-Magical Thinking,2010
https://mindmodeling.org/cogsci2010/papers/0056/index.html,"Antonio Napoli, Danilo Fum","Decision Making: Risk (12:00, Thu Aug 12)",Mentalizing in games: A subtractive behavioral study of Prisoner's Dilemma,2010
https://mindmodeling.org/cogsci2010/papers/0057/index.html,"Jerome Scott Jordan, Jessica Witt, Michael Riley","Symposium: Prospective Perception (12:00, Thu Aug 12)",Prospective Perception,2010
https://mindmodeling.org/cogsci2010/papers/0058/index.html,"Yang Xu, Charles Kemp","Conceptual Spaces: Examples and Methods (13:30, Thu Aug 12)",Constructing Spatial Concepts from Universal Primitives,2010
https://mindmodeling.org/cogsci2010/papers/0059/index.html,"Jing Xu, Thomas Griffiths, Mike Dowman","Conceptual Spaces: Examples and Methods (13:30, Thu Aug 12)",Replicating Color Term Universals through Human Iterated Learning,2010
https://mindmodeling.org/cogsci2010/papers/0060/index.html,"Naveen Khetarpal, Asifa Majid, Barbara Malt, Steven Sloman, Terry Regier","Conceptual Spaces: Examples and Methods (13:30, Thu Aug 12)",Similarity judgments reflect both language and cross-language tendencies:  Evidence from two semantic domains,2010
https://mindmodeling.org/cogsci2010/papers/0061/index.html,"Neil Bardhan, Richard Aslin, Michael Tanenhaus","Language: Speech Perception (13:30, Thu Aug 12)",Adults' self-directed learning of an artificial lexicon: The dynamics of neighborhood reorganization,2010
https://mindmodeling.org/cogsci2010/papers/0062/index.html,Bozena Pajak,"Language: Speech Perception (13:30, Thu Aug 12)",Perceptual Advantage from Generalized Linguistic Knowledge,2010
https://mindmodeling.org/cogsci2010/papers/0063/index.html,"Morgan Sonderegger, Alan Yu","Language: Speech Perception (13:30, Thu Aug 12)",A rational account of perceptual compensation for coarticulation,2010
https://mindmodeling.org/cogsci2010/papers/0064/index.html,"Hannah Rohde, Marc Ettlinger","Language: Speech Perception (13:30, Thu Aug 12)",Effects of Pragmatic Inference on Phoneme Identification,2010
https://mindmodeling.org/cogsci2010/papers/0065/index.html,"Michael Lee, Ruud Wetzels","Induction: Differential Factors (13:30, Thu Aug 12)",Individual Differences in Attention During Category Learning,2010
https://mindmodeling.org/cogsci2010/papers/0066/index.html,"Nick Braisby, Sharon Hanlon","Induction: Differential Factors (13:30, Thu Aug 12)","Categorisation, Deference and Cognitive Style",2010
https://mindmodeling.org/cogsci2010/papers/0067/index.html,"Clare Sims, Eliana Colunga","Induction: Differential Factors (13:30, Thu Aug 12)","When Comparison Helps: The Role of Language, Prior Knowledge and Similarity in Categorizing Novel Objects",2010
https://mindmodeling.org/cogsci2010/papers/0068/index.html,"Angela Merritt, Linnea  Karlsson, Edward  Cokely ","Induction: Differential Factors (13:30, Thu Aug 12)",Category Learning and Adaptive Benefits of Aging,2010
https://mindmodeling.org/cogsci2010/papers/0069/index.html,"Timothy Brady, Joshua Tenenbaum","Cognitive Architecture: Higher-Order Structure (13:30, Thu Aug 12)",Encoding higher-order structure in visual working memory: A probabilistic model,2010
https://mindmodeling.org/cogsci2010/papers/0070/index.html,"Kuba Glazek, Robert Weisberg","Cognitive Architecture: Higher-Order Structure (13:30, Thu Aug 12)",Expertise in Visual Art is Associated with Altered Perceptual Strategies Within and Across Domains: Evidence from Eye Tracking,2010
https://mindmodeling.org/cogsci2010/papers/0071/index.html,"Stephen Wee Hun Lim, Winston D. Goh","Cognitive Architecture: Higher-Order Structure (13:30, Thu Aug 12)",Melody Recognition: Effects of Articulation Format,2010
https://mindmodeling.org/cogsci2010/papers/0072/index.html,Greg Cox,"Cognitive Architecture: Higher-Order Structure (13:30, Thu Aug 12)",On the Relationship Between Entropy and Meaning in Music: An Exploration with Recurrent Neural Networks,2010
https://mindmodeling.org/cogsci2010/papers/0073/index.html,"Azizi Ab Aziz, Jan Treur, Michel Klein","Social Cognition: Human-Robot Interaction (13:30, Thu Aug 12)",Simulating Cognitive Coping Strategies for Intelligent Support Agents,2010
https://mindmodeling.org/cogsci2010/papers/0074/index.html,"Zulfiqar Ali Memon, Jan Treur","Social Cognition: Human-Robot Interaction (13:30, Thu Aug 12)",An Adaptive Integrative Ambient Agent Model  to Intervene in the Dynamics of Beliefs and Emotions,2010
https://mindmodeling.org/cogsci2010/papers/0075/index.html,"Takanori Komatsu, Seiji Yamada, Kazuki Kobayashi, Kotaro Funakoshi, Mikio Nakano","Social Cognition: Human-Robot Interaction (13:30, Thu Aug 12)",Proposing Artificial Subtle Expressions as an Intuitive Notification Methodology for Artificial Agents' Internal States,2010
https://mindmodeling.org/cogsci2010/papers/0076/index.html,"Iyad Rahwan, Jean-Francois Bonnefon, Mohammed Iqbal Madakkatel, Ruqiyabi Naz Awan, Sherief Abdallah","Social Cognition: Human-Robot Interaction (13:30, Thu Aug 12)",Experiments for Assessing Floating Reinstatement in Argument-based Reasoning,2010
https://mindmodeling.org/cogsci2010/papers/0077/index.html,"Daniel Belenky, Timothy Nokes","Education: Transfer (13:30, Thu Aug 12)",Optimizing Learning Environments: An Individual Difference Approach to Learning and Transfer,2010
https://mindmodeling.org/cogsci2010/papers/0078/index.html,"Samuel Day, Robert L. Goldstone, Thomas Hills","Education: Transfer (13:30, Thu Aug 12)",The Effects of Similarity and Individual Differences on Comparison and Transfer,2010
https://mindmodeling.org/cogsci2010/papers/0079/index.html,"Ken Koedinger, Elizabeth McLaughlin","Education: Transfer (13:30, Thu Aug 12)",Seeing Language Learning Inside the Math: Cognitive Analysis Yields Transfer,2010
https://mindmodeling.org/cogsci2010/papers/0080/index.html,"Randi A. Engle, Adam Mendelson, Phi D. Nguyen","Education: Transfer (13:30, Thu Aug 12)",Initial Evidence of the Effects of Linguistic Framing on Transfer,2010
https://mindmodeling.org/cogsci2010/papers/0081/index.html,"Daniel Bartels, Oleg Urminsky","Decision Making: Non-Optimality (13:30, Thu Aug 12)",Impatience as Intertemporal Egoism,2010
https://mindmodeling.org/cogsci2010/papers/0082/index.html,"Stefania Mereu, Alejandro Lleras","Decision Making: Non-Optimality (13:30, Thu Aug 12)","WIN!! vs. win: Impact of ""Outcome"" Salience on Illusion of Control",2010
https://mindmodeling.org/cogsci2010/papers/0083/index.html,"Christopher Erb, Heidi Kloos","Decision Making: Non-Optimality (13:30, Thu Aug 12)",Signs of Non-Linearity in Base-Rate Neglect,2010
https://mindmodeling.org/cogsci2010/papers/0084/index.html,"Jessica Choplin, Mark Tawney","Decision Making: Non-Optimality (13:30, Thu Aug 12)",Mathematically Modeling Anchoring Effects,2010
https://mindmodeling.org/cogsci2010/papers/0085/index.html,"Rami Gabriel, Jaak Panksepp, Stephen  Asma, Glennon Curran","Symposium: The Philosophy of Affective Neuroscience (13:30, Thu Aug 12)",The Philosophy of Affective Neuroscience,2010
https://mindmodeling.org/cogsci2010/papers/0086/index.html,"Emma Williams, Lewis  Bott, Michael Lewis, John Patrick","Poster Session 1 (17:00, Thu Aug 12)",Response Choice When Telling Lies,2010
https://mindmodeling.org/cogsci2010/papers/0087/index.html,Don Lyon,"Poster Session 1 (17:00, Thu Aug 12)",Does Practice Narrow the Radius of Spatial Interference in Mental Images?,2010
https://mindmodeling.org/cogsci2010/papers/0088/index.html,"Ian Lyons, Sian Beilock","Poster Session 1 (17:00, Thu Aug 12)",A Sense of Order: Numerical ordering ability predicts complex mental arithmetic performance,2010
https://mindmodeling.org/cogsci2010/papers/0089/index.html,"Tania Henetz, Daniel  Casasanto","Poster Session 1 (17:00, Thu Aug 12)",Imaginary affordances shape childrens preference judgments,2010
https://mindmodeling.org/cogsci2010/papers/0090/index.html,"Jelmer Borst, Niels Taatgen, Hedderik Van Rijn, Andrea Stocco","Poster Session 1 (17:00, Thu Aug 12)",Testing fMRI predictions of a Cognitive Model of the Problem State Multitasking Bottleneck,2010
https://mindmodeling.org/cogsci2010/papers/0091/index.html,"Lauren McDonough, Christine Wilson-Mendenhall, Lawrence Barsalou","Poster Session 1 (17:00, Thu Aug 12)",Grounded Congruency Effects Between Vertical Meaning and Vertical Responding:  Not Replicated,2010
https://mindmodeling.org/cogsci2010/papers/0092/index.html,"Andreea Danielescu, Ellen  Campana","Poster Session 1 (17:00, Thu Aug 12)",MIReR: Media Integration Reflection Resource,2010
https://mindmodeling.org/cogsci2010/papers/0093/index.html,"Esther Walker, Evan Risko, Alan Kingstone","Poster Session 1 (17:00, Thu Aug 12)","Social Influences on the, um, Use of, uh, Fillers",2010
https://mindmodeling.org/cogsci2010/papers/0094/index.html,"Aaron Kheifets, C. Randy Gallistel","Poster Session 1 (17:00, Thu Aug 12)",Probability estimation by mice in an interval timing task,2010
https://mindmodeling.org/cogsci2010/papers/0095/index.html,"Christina Y. Tzeng, Lynne C. Nygaard, Laura L. Namy","Poster Session 1 (17:00, Thu Aug 12)",The Specificity of Non-Arbitrary Sound-to-Meaning Correspondences in Spoken Language,2010
https://mindmodeling.org/cogsci2010/papers/0096/index.html,Gilberto de Paiva,"Poster Session 1 (17:00, Thu Aug 12)",Pattern Recognition Principle Theoretical Model of Mind-Brain Functioning,2010
https://mindmodeling.org/cogsci2010/papers/0097/index.html,"Daniel R. Little, Richard M. Shiffrin","Poster Session 1 (17:00, Thu Aug 12)",Individual Differences in Explaining Noisy Data,2010
https://mindmodeling.org/cogsci2010/papers/0098/index.html,"Tei Laine, Swati Gupta, Brian M. Monroe","Poster Session 1 (17:00, Thu Aug 12)",Making a good impression (formation model): a more complete account of processing,2010
https://mindmodeling.org/cogsci2010/papers/0099/index.html,"Simone Sprenger, Hedderik van Rijn","Poster Session 1 (17:00, Thu Aug 12)",The representation of idiom words in the mental lexicon,2010
https://mindmodeling.org/cogsci2010/papers/0100/index.html,"Alycia Hund, Amanda Padgitt","Poster Session 1 (17:00, Thu Aug 12)",Assessing the Effectiveness of Wayfinding Directions,2010
https://mindmodeling.org/cogsci2010/papers/0101/index.html,"Justin L. Matthews, Teenie Matlock","Poster Session 1 (17:00, Thu Aug 12)",How Agent Placement Can Influence Perceived Boss/Co-worker Agreement in a Simulated Work Environment,2010
https://mindmodeling.org/cogsci2010/papers/0102/index.html,"Anna Schapiro, Timothy  Rogers, Matthew Botvinick","Poster Session 1 (17:00, Thu Aug 12)","The structure of event representations: behavioral, imaging, and computational investigations",2010
https://mindmodeling.org/cogsci2010/papers/0103/index.html,"Richard Arias Hernández, Linda T. Kaastra, Brian D.  Fisher","Poster Session 1 (17:00, Thu Aug 12)",Pair Analysis and Joint Action Theory: A Research Protocol to Study Cognition and Interaction in Visual Analytics,2010
https://mindmodeling.org/cogsci2010/papers/0104/index.html,"Nancy L Stein, Marc W. Hernandez","Poster Session 1 (17:00, Thu Aug 12)",The Importance of Visual Modeling in Children's Understanding of Physical Science,2010
https://mindmodeling.org/cogsci2010/papers/0105/index.html,"Kevin Uttich, Tania Lombrozo","Poster Session 1 (17:00, Thu Aug 12)",Reversing the side-effect effect: the 'Rational Scientist' explanation,2010
https://mindmodeling.org/cogsci2010/papers/0106/index.html,"Makoto Toyota, Muneo Kitajima","Poster Session 1 (17:00, Thu Aug 12)",MHP/RT: Model Human Processor with Real Time Constraints,2010
https://mindmodeling.org/cogsci2010/papers/0107/index.html,"Muneo Kitajima, Makoto Toyota","Poster Session 1 (17:00, Thu Aug 12)",CCE: Cognitive Chrono-Ethnography,2010
https://mindmodeling.org/cogsci2010/papers/0108/index.html,"Stephanie  Müller, Bernd-Christian  Otto, Edward Cokely","Poster Session 1 (17:00, Thu Aug 12)",On the diversity of folk morality: Measuring classical positions in moral philosophy,2010
https://mindmodeling.org/cogsci2010/papers/0109/index.html,"James Bartolotti, Viorica Marian","Poster Session 1 (17:00, Thu Aug 12)",Linguistic Control in Monolingual and Bilingual Language Learners,2010
https://mindmodeling.org/cogsci2010/papers/0110/index.html,"Tera Marie Green, Steve DiPaola","Poster Session 1 (17:00, Thu Aug 12)",Intent discerning agent for more intuitive visualizations,2010
https://mindmodeling.org/cogsci2010/papers/0111/index.html,"Jenn-Yeu Chen, Cheng-Yi Li","Poster Session 1 (17:00, Thu Aug 12)",A Difference in Working Memory Capacity among Chinese Speakers Using Different Computer Word Typing Methods,2010
https://mindmodeling.org/cogsci2010/papers/0112/index.html,Michael C. W. Yip,"Poster Session 1 (17:00, Thu Aug 12)",Cognitive Arithmetic revisited: Effects of equation presentation format,2010
https://mindmodeling.org/cogsci2010/papers/0113/index.html,"Marci DeCaro, Bethany Rittle-Johnson","Poster Session 1 (17:00, Thu Aug 12)",The Capacity to Discover: Working Memory and the Ability to Use Self-Explanation to Discover Early Algebra Concepts,2010
https://mindmodeling.org/cogsci2010/papers/0114/index.html,"Lisa Cantrell, Linda B. Smith","Poster Session 1 (17:00, Thu Aug 12)","Number, Language, and Object Individuation",2010
https://mindmodeling.org/cogsci2010/papers/0115/index.html,"Rong-Ju Cherng, Hung-Yi  Chen, Jenn-Yeu  Chen, Yung-Jung  Chen","Poster Session 1 (17:00, Thu Aug 12)",The Cognitive and Motor Performance of Children with Functional Articulation Disorders,2010
https://mindmodeling.org/cogsci2010/papers/0116/index.html,Geraint Wiggins,"Poster Session 1 (17:00, Thu Aug 12)",I let the music speak: a model of music perception that predicts speech segmentation,2010
https://mindmodeling.org/cogsci2010/papers/0117/index.html,Joanna Salapska-Gelleri,"Poster Session 1 (17:00, Thu Aug 12)",Peer Reviewing in Undergraduate Psychology Students,2010
https://mindmodeling.org/cogsci2010/papers/0118/index.html,"Thomas Scaife, Andrew Heckler","Poster Session 1 (17:00, Thu Aug 12)",Training University Students on the Balance Scale Problem,2010
https://mindmodeling.org/cogsci2010/papers/0119/index.html,"Carol J. Madden, Stéphane Lallée, Peter Ford Dominey","Poster Session 1 (17:00, Thu Aug 12)",Verb tense and aspect in scene descriptions in a humanoid robot,2010
https://mindmodeling.org/cogsci2010/papers/0120/index.html,"Kaitlin Laidlaw, Tom  Foulsham, Gustav  Kuhn, Alan Kingstone","Poster Session 1 (17:00, Thu Aug 12)",The importance of being present: The effect of a real or videotaped person on visual attention,2010
https://mindmodeling.org/cogsci2010/papers/0121/index.html,"Lidia Suárez, Seok Hui Tan, Melvin J. Yap, Winston D. Goh","Poster Session 1 (17:00, Thu Aug 12)",Exploring Phonological Levenshtein Distance Effects in Auditory Lexical Decision,2010
https://mindmodeling.org/cogsci2010/papers/0122/index.html,"Tessa J. P. van Schijndel, Maartje E. J. Raijmakers","Poster Session 1 (17:00, Thu Aug 12)",How is childrens exploratory play influenced by evidence conflicting with their theory?,2010
https://mindmodeling.org/cogsci2010/papers/0123/index.html,"Motoyuki Saito, Tsuneo Shimazaki","Poster Session 1 (17:00, Thu Aug 12)",Causal reasoning in decision making: A test of causal model theory of choice,2010
https://mindmodeling.org/cogsci2010/papers/0124/index.html,"Monique Flecken, Christiane von Stutterheim, Mary  Carroll","Poster Session 1 (17:00, Thu Aug 12)",Gaze movement and language production when talking about events in live-recorded video clips,2010
https://mindmodeling.org/cogsci2010/papers/0125/index.html,"Paula Parpart, Edward T. Cokely","Poster Session 1 (17:00, Thu Aug 12)",Fluency and cognitive control in judgment:  Influences of memory and elaborative encoding,2010
https://mindmodeling.org/cogsci2010/papers/0126/index.html,"Anna Koop, Leah  Hackman, Rich Sutton","Poster Session 1 (17:00, Thu Aug 12)",Bridging the Implementation Gap: From Sensorimotor Experience to Abstract Conceptual Knowledge,2010
https://mindmodeling.org/cogsci2010/papers/0127/index.html,"Jessica Federman, Ryan  Morris, Lisa Dragoni","Poster Session 1 (17:00, Thu Aug 12)",An examination of learner control during web-based instruction,2010
https://mindmodeling.org/cogsci2010/papers/0128/index.html,"Micah Goldwater, Jon Willits","Poster Session 1 (17:00, Thu Aug 12)",The Linguistic Distribution of Relational Categories,2010
